Loss Reason,Days Offer Close,Discount code,Price,Use Case_offer,Price Category,Days Lead Offer,Pain,Source,Status_offer
lost to competitor,1,No Discount,150.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,1,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,1,10OFFREDUCED,32396.0,Corporate Events,high,-1.0,operations,Unknown,Closed Won
not target,2,FIFTYGIFT,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no budget,0,No Discount,200.0,Educational Seminars,low,1.0,operations,Inbound,Closed Lost
no response,54,FLAT30,1680.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
not target,252,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
no product fit,0,No Discount,150.0,Corporate Events,low,28.0,operations,Outbound,Closed Lost
no response,196,No Discount,360.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
not target,188,10OFFREDUCED,324.0,Corporate Events,low,28.0,financial control,Inbound,Closed Lost
no response,297,No Discount,324.0,Educational Seminars,low,59.0,operations,Inbound,Closed Lost
No Loss,192,TRIALFREE,450.0,Corporate Events,low,28.0,operations,Outbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,28.0,operations,Outbound,Closed Won
price,202,No Discount,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,68.0,operations,Outbound,Closed Won
not target,70,MONTH75SPECIAL,14876.0,Corporate Events,high,1.0,operations,Inbound,Closed Lost
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,221.0,operations,Inbound,Closed Won
no response,14,No Discount,600.0,Corporate Events,mid,1.0,quality of delivery,Outbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,380,ECONOMY50GIFT,240.0,Educational Seminars,low,-1.0,financial control,Inbound,Closed Lost
no budget,1,ECONOMY50GIFT,240.0,Educational Seminars,low,219.0,financial control,Inbound,Closed Lost
price,1,DISCOUNT25QUICK,200.0,Sports Events,low,1.0,operations,Inbound,Closed Lost
lost to competitor,106,No Discount,324.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
not target,0,MONTH75SPECIAL,150.0,Sports Events,low,1.0,financial control,Inbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,151,ECONOMY50GIFT,240.0,Educational Seminars,low,-1.0,operations,Inbound,Closed Won
not target,29,SAVE25LESS,360.0,Corporate Events,low,0.0,quality of delivery,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,59.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,17.0,quality of delivery,Inbound,Closed Won
no response,48,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,2,DISCOUNT50POWER,240.0,Corporate Events,low,125.0,operations,Inbound,Closed Won
no response,48,No Discount,200.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Lost
no product fit,0,No Discount,200.0,Corporate Events,low,95.0,Unknown,Inbound,Closed Lost
price,8,CHALLENGE25,150.0,Educational Seminars,low,33.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
price,35,No Discount,200.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,-1,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,7.0,quality of delivery,Inbound,Closed Won
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,1.0,quality of delivery,Inbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
No Loss,324,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
lost to competitor,92,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
no response,202,No Discount,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
lost to competitor,92,DISCOUNT50POWER,240.0,Corporate Events,low,61.0,operations,Inbound,Closed Lost
lost to competitor,203,No Discount,150.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,214,ECONOMY75DISCOUNT,150.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
lost to competitor,2,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Lost
No Loss,3,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
price,13,No Discount,200.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,0,PROMOCODE,450.0,Sports Events,low,83.0,operations,Inbound,Closed Won
no response,44,No Discount,240.0,Corporate Events,low,0.0,financial control,Inbound,Closed Lost
price,0,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,25GIFT,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Won
no response,13,No Discount,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Lost
no budget,0,CUTBACK75SPECIAL,150.0,Educational Seminars,low,0.0,financial control,Inbound,Closed Lost
No Loss,21,MONTHSAVE25DEAL,360.0,Corporate Events,low,37.0,Unknown,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
no response,26,No Discount,200.0,Unknown,low,-1.0,operations,Unknown,Closed Lost
No Loss,62,SAVEMONTH50G,240.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,69,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
price,72,No Discount,300.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
No Loss,80,No Discount,960.0,Sports Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,FIFTYSAVINGS,450.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
no budget,62,SAVE25LESS,360.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,2.0,Unknown,Inbound,Closed Won
no response,40,HALFYEAR20G,200.0,Educational Seminars,low,168.0,Unknown,Inbound,Closed Lost
No Loss,2,MONTH75SPECIAL,150.0,Sports Events,low,0.0,financial control,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,285.0,financial control,Inbound,Closed Won
No Loss,-1,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Won
no response,0,No Discount,300.0,Corporate Events,low,73.0,operations,Inbound,Closed Lost
lost to competitor,4,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,financial control,Inbound,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Won
no response,-1,No Discount,200.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,0.0,financial control,Inbound,Closed Won
No Loss,0,DEAL60YEAR,1500.0,Educational Seminars,mid,0.0,financial control,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,13,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,28,No Discount,240.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
price,28,DISCOUNT50POWER,240.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
not target,0,No Discount,200.0,Corporate Events,low,31.0,operations,Inbound,Closed Lost
no response,15,No Discount,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,0,No Discount,1344.0,Educational Seminars,mid,-1.0,time saving,Inbound,Negotiation
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,47,ECONOMY75DISCOUNT,14876.0,Sports Events,high,-1.0,operations,Unknown,Closed Won
No Loss,3,ECONOMY75DISCOUNT,150.0,Corporate Events,low,13.0,operations,Inbound,Closed Won
No Loss,0,SAVEMORE50,300.0,Sports Events,low,-1.0,operations,Inbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,3,CUTBACK75SPECIAL,14876.0,Educational Seminars,high,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,financial control,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,Unknown,Inbound,Closed Won
no response,86,No Discount,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,59,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
not target,79,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
No Loss,0,SAVEMORE50,300.0,Educational Seminars,low,-1.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,2,MONTH75SPECIAL,150.0,Sports Events,low,5.0,quality of delivery,Inbound,Closed Won
No Loss,1,DISCOUNT50POWER,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
No Loss,0,SAVEMONTH50SPECIAL,74626.0,Corporate Events,extra_high,1.0,operations,Inbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,5.0,operations,Inbound,Closed Won
No Loss,1,2SEMESTERS20SALE,576.0,Corporate Events,mid,1.0,operations,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,161.0,operations,Inbound,Closed Won
No Loss,92,25GIFT,360.0,Sports Events,low,59.0,operations,Inbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,151.0,operations,Inbound,Closed Won
no response,113,No Discount,200.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
not target,71,SAVE25LESS,360.0,Corporate Events,low,22.0,financial control,Outbound,Closed Lost
no response,92,SAVE25LESS,200.0,Corporate Events,low,21.0,operations,Outbound,Closed Lost
no response,14,No Discount,200.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
price,5,No Discount,1344.0,Sports Events,mid,3.0,operations,Outbound,Closed Lost
lost to competitor,0,No Discount,200.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
price,0,DISCOUNT50POWER,240.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Lost
lost to competitor,5,No Discount,200.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
not target,29,SLASH10,324.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
not target,132,SLASH10,324.0,Sports Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
price,212,FIFTYANNUALOFF,3750.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Lost
lost to competitor,0,SHINE50,200.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,151,RENEWYEAR30,1008.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no response,2,No Discount,324.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
no response,414,No Discount,200.0,Sports Events,low,276.0,quality of delivery,Inbound,Closed Lost
no product fit,0,No Discount,150.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Lost
No Loss,0,FIFTYSAVINGS,450.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
not target,102,GLOW25MONTH,360.0,Corporate Events,low,65.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,1,3QUARTERS75CUT,120.0,Corporate Events,low,-1.0,financial control,Inbound,Closed Won
lost to competitor,14,ANNUAL30BONUS,1344.0,Sports Events,mid,0.0,operations,Inbound,Closed Lost
not target,-1,BIANNUAL20,2400.0,Corporate Events,mid,2.0,operations,Inbound,Closed Lost
lost to competitor,34,SLASH10,324.0,Educational Seminars,low,1.0,time saving,Inbound,Closed Lost
no product fit,0,No Discount,200.0,Educational Seminars,low,13.0,operations,Inbound,Closed Lost
No Loss,1,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
not target,33,No Discount,240.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
price,0,MONTH75SPECIAL,150.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,SPECIAL20YEAR,57694.0,Educational Seminars,extra_high,3.0,time saving,Inbound,Negotiation
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,FLAT30,1680.0,Sports Events,mid,7.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,1.0,operations,Inbound,Closed Won
no response,64,No Discount,1008.0,Sports Events,mid,6.0,quality of delivery,Inbound,Closed Lost
No Loss,184,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Inbound,Closed Won
lost to competitor,92,SAVE25LESS,360.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
not target,214,TRIALFREE,450.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
price,191,No Discount,200.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,1,No Discount,200.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
price,13,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,13,SUPER50DISCOUNT,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
not target,7,No Discount,200.0,Sports Events,low,2.0,operations,Inbound,Closed Lost
No Loss,0,No Discount,1344.0,Educational Seminars,mid,-1.0,financial control,Inbound,Negotiation
price,0,SAVE25LESS,360.0,Corporate Events,low,6.0,quality of delivery,Inbound,Closed Lost
lost to competitor,33,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
No Loss,0,HALFSEASON20G,576.0,Sports Events,mid,2.0,operations,Inbound,Closed Won
no response,18,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
not target,16,MONTH75SPECIAL,150.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,FIFTYSAVINGS,450.0,Corporate Events,low,4.0,quality of delivery,Inbound,Closed Won
lost to competitor,1,No Discount,200.0,Corporate Events,low,8.0,operations,Inbound,Closed Lost
no response,32,No Discount,300.0,Sports Events,low,6.0,operations,Inbound,Closed Lost
No Loss,1,YEARLY60,960.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,13.0,financial control,Inbound,Closed Won
No Loss,262,SAVEMONTH50G,240.0,Sports Events,low,-1.0,quality of delivery,Unknown,Closed Won
no response,72,No Discount,200.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
no response,80,2SEMESTERS20OFF,768.0,Corporate Events,mid,30.0,financial control,Inbound,Closed Lost
No Loss,0,ECONOMY50SPECIAL,300.0,Unknown,low,7.0,Unknown,Inbound,Closed Won
No Loss,0,MONTH75SPECIAL,150.0,Sports Events,low,23.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,ECONOMY50SPECIAL,300.0,Sports Events,low,30.0,operations,Inbound,Closed Won
lost to competitor,-1,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
no product fit,0,MONTH75SPECIAL,150.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,0.0,quality of delivery,Inbound,Closed Won
No Loss,0,DOUBLESEMESTER50,1350.0,Corporate Events,mid,61.0,operations,Inbound,Closed Won
lost to competitor,92,HALFYEAR20G,768.0,Educational Seminars,mid,0.0,financial control,Inbound,Closed Lost
lost to competitor,-1,No Discount,240.0,Corporate Events,low,61.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,61.0,operations,Inbound,Closed Won
no response,0,YEARLY60,960.0,Educational Seminars,mid,61.0,operations,Inbound,Closed Lost
No Loss,0,25GIFT,360.0,Sports Events,low,3.0,financial control,Inbound,Closed Won
No Loss,1,MONTH50REBATE,240.0,Corporate Events,low,3.0,operations,Inbound,Closed Won
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,1.0,financial control,Inbound,Closed Won
no response,0,No Discount,200.0,Sports Events,low,-1.0,quality of delivery,Inbound,Closed Lost
No Loss,0,ECONOMY50GIFT,240.0,Sports Events,low,-1.0,financial control,Unknown,Closed Won
price,25,ANNUAL30BONUS,1344.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
no response,7,No Discount,300.0,Sports Events,low,1.0,operations,Inbound,Closed Lost
No Loss,3,No Discount,240.0,Corporate Events,low,289.0,financial control,Inbound,Closed Won
No Loss,7,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,Unknown,Inbound,Checkbox
no response,3,No Discount,200.0,Educational Seminars,low,195.0,quality of delivery,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no response,28,2SEMESTERS20OFF,768.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,28,DISCOUNT50POWER,240.0,Corporate Events,low,269.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,23,No Discount,1344.0,Educational Seminars,mid,0.0,quality of delivery,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,No Discount,768.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Negotiation
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,-1.0,operations,Inbound,Closed Won
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no response,137,No Discount,200.0,Corporate Events,low,-1.0,quality of delivery,Inbound,Closed Lost
