Loss Reason,Days Offer Close,Discount code,Price,Use Case_offer,Price Category,Days Lead Offer,Pain,Source,Status_offer
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no product fit,79,NOCOSTREG,0.0,Sports Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,82.0,Unknown,Inbound,Closed Won
No Loss,-1,ECONOMY50GIFT,240.0,Educational Seminars,low,1.0,operations,Inbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,quality of delivery,Outbound,Closed Won
no response,73,ECONOMY50GIFT,240.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,Unknown,Outbound,Closed Won
lost to competitor,0,SAVE25LESS,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,212.0,financial control,Inbound,Closed Won
no response,-1,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,61,ECONOMY75DISCOUNT,14876.0,Corporate Events,high,0.0,operations,Outbound,Closed Won
no response,61,No Discount,768.0,Corporate Events,mid,131.0,operations,Inbound,Closed Lost
No Loss,61,ANNUAL30BONUS,1344.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,30,HALFYEAR20G,768.0,Sports Events,mid,31.0,operations,Inbound,Closed Won
No Loss,61,SAVEMORE50,300.0,Educational Seminars,low,123.0,operations,Inbound,Closed Won
no response,39,No Discount,0.0,Corporate Events,low,1.0,financial control,Outbound,Closed Lost
not target,5,No Discount,360.0,Corporate Events,low,63.0,financial control,Inbound,Closed Lost
no response,1,SLASH10,324.0,Sports Events,low,1.0,Unknown,Outbound,Closed Lost
No Loss,27,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,5,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,YEARLY60,960.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
no response,1,No Discount,300.0,Corporate Events,low,3.0,operations,Inbound,Closed Lost
No Loss,4,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,Unknown,Outbound,Closed Won
No Loss,1,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,Unknown,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,financial control,Outbound,Closed Won
No Loss,0,3QUARTERS75CUT,120.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no product fit,0,No Discount,240.0,Educational Seminars,low,1.0,operations,Inbound,Closed Lost
No Loss,27,MONTH75SPECIAL,14876.0,Sports Events,high,5.0,operations,Outbound,Closed Won
no response,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,36,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
price,0,No Discount,0.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
no product fit,-1,No Discount,0.0,Educational Seminars,low,38.0,operations,Inbound,Closed Lost
no budget,153,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
no budget,153,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,31,MONTH75SAVINGS,120.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Checkbox
not target,31,SAVE25LESS,360.0,Corporate Events,low,150.0,time saving,Outbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,30.0,operations,Outbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,36.0,Unknown,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,3,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
not target,3,NOCOSTREG,0.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,3,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,1.0,Unknown,Outbound,Closed Won
no product fit,0,No Discount,0.0,Corporate Events,low,-1.0,operations,Outbound,Closed Lost
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Won
no budget,136,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,Unknown,Inbound,Closed Won
price,0,No Discount,360.0,Sports Events,low,154.0,operations,Inbound,Closed Lost
not target,-1,No Discount,200.0,Educational Seminars,low,-1.0,time saving,Unknown,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,31.0,operations,Inbound,Closed Won
price,-1,No Discount,360.0,Educational Seminars,low,221.0,quality of delivery,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,QUARTERSAVE25,450.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Won
lost to competitor,31,No Discount,1344.0,Corporate Events,mid,30.0,financial control,Inbound,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,0.0,operations,Inbound,Closed Won
No Loss,1,2SEMESTERS20OFF,768.0,Corporate Events,mid,83.0,operations,Inbound,Closed Won
No Loss,1,HALFYEAR20G,768.0,Sports Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,1.0,financial control,Inbound,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
no response,8,YEARLY60,960.0,Educational Seminars,mid,79.0,Unknown,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,30.0,operations,Outbound,Closed Won
no product fit,0,No Discount,150.0,Corporate Events,low,62.0,Unknown,Inbound,Closed Lost
price,0,YEARLY60,960.0,Sports Events,mid,30.0,Unknown,Outbound,Closed Lost
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,0.0,financial control,Inbound,Closed Won
No Loss,0,MONTH75SAVINGS,120.0,Sports Events,low,189.0,operations,Inbound,Closed Won
No Loss,0,YEARLY60,960.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
price,31,No Discount,240.0,Corporate Events,low,0.0,financial control,Outbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTH75SAVINGS,120.0,Sports Events,low,0.0,quality of delivery,Outbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,1,QUARTERLY75OFF,150.0,Corporate Events,low,10.0,operations,Inbound,Closed Won
No Loss,0,ECONOMY75DISCOUNT,14876.0,Corporate Events,high,5.0,Unknown,Outbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,4.0,operations,Outbound,Closed Won
no product fit,0,No Discount,0.0,Educational Seminars,low,1.0,operations,Outbound,Closed Lost
no response,-1,No Discount,240.0,Educational Seminars,low,7.0,operations,Outbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
No Loss,11,RENEWYEAR30,1008.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,31,No Discount,300.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,15,DISCOUNT25QUICK,360.0,Educational Seminars,low,150.0,operations,Outbound,Closed Lost
No Loss,2,No Discount,360.0,Corporate Events,low,4.0,operations,Inbound,Demo 1
no response,2,ANNUAL60DEAL,200.0,Corporate Events,low,55.0,Unknown,Outbound,Closed Lost
price,0,No Discount,360.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
no budget,-1,No Discount,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,1.0,operations,Inbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
lost to competitor,61,No Discount,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,61,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,202.0,operations,Inbound,Closed Won
No Loss,31,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,financial control,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
no response,-1,No Discount,360.0,Sports Events,low,30.0,financial control,Inbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
no response,-1,No Discount,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,1,3QUARTERS75CUT,120.0,Corporate Events,low,1.0,Unknown,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,3.0,quality of delivery,Outbound,Closed Won
no response,4,No Discount,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
lost to competitor,6,No Discount,0.0,Sports Events,low,49.0,operations,Outbound,Closed Lost
No Loss,1,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,DISCOUNT25QUICK,360.0,Sports Events,low,76.0,financial control,Outbound,Closed Won
lost to competitor,5,No Discount,1344.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,148,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
no product fit,0,No Discount,200.0,Educational Seminars,low,0.0,financial control,Inbound,Closed Lost
no product fit,14,No Discount,300.0,Sports Events,low,8.0,financial control,Inbound,Closed Lost
no product fit,0,No Discount,2400.0,Educational Seminars,mid,-1.0,quality of delivery,Inbound,Closed Lost
No Loss,128,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,SEVENTYFIVEGIFT,120.0,Corporate Events,low,0.0,Unknown,Outbound,Closed Won
No Loss,0,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
price,0,NOCOSTREG,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,ECONOMY50GIFT,240.0,Sports Events,low,181.0,Unknown,Outbound,Closed Won
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,30.0,operations,Outbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,91.0,operations,Inbound,Closed Won
lost to competitor,-1,No Discount,360.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
lost to competitor,92,No Discount,120.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,31,25GIFT,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
price,31,No Discount,300.0,Educational Seminars,low,153.0,quality of delivery,Inbound,Closed Lost
lost to competitor,0,No Discount,0.0,Corporate Events,low,61.0,operations,Inbound,Closed Lost
no response,9,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,9,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
no product fit,10,No Discount,120.0,Educational Seminars,low,5.0,operations,Outbound,Closed Lost
No Loss,0,DISCOUNT25QUICK,360.0,Educational Seminars,low,90.0,operations,Inbound,Demo 2
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,Unknown,Inbound,Closed Won
no budget,0,No Discount,0.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
no response,10,No Discount,150.0,Educational Seminars,low,4.0,operations,Inbound,Closed Lost
no response,-1,No Discount,360.0,Sports Events,low,-1.0,quality of delivery,Unknown,Closed Lost
price,31,No Discount,960.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Won
price,0,No Discount,360.0,Educational Seminars,low,441.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,1,MONTH75SPECIAL,150.0,Educational Seminars,low,1.0,operations,Inbound,Closed Won
no response,-1,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
no response,36,No Discount,92928.0,Corporate Events,extra_high,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,5,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,1,ANNUAL30BONUS,1344.0,Sports Events,mid,1.0,Unknown,Inbound,Closed Won
lost to competitor,35,No Discount,1344.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
no response,61,No Discount,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,31,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,214,ANNUAL60DEAL,960.0,Corporate Events,mid,30.0,operations,Outbound,Closed Lost
No Loss,31,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
price,0,No Discount,300.0,Sports Events,low,30.0,operations,Outbound,Closed Lost
no response,184,No Discount,360.0,Corporate Events,low,36.0,operations,Outbound,Closed Lost
No Loss,0,HALFSEASON20G,576.0,Sports Events,mid,40.0,Unknown,Inbound,Closed Won
No Loss,2,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Won
No Loss,0,No Discount,0.0,Educational Seminars,low,1.0,financial control,Inbound,Demo 2
no budget,2,No Discount,0.0,Educational Seminars,low,-1.0,Unknown,Unknown,Closed Lost
no budget,1,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,Unknown,Inbound,Closed Lost
no response,2,25GIFT,360.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
no budget,125,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,1,HOT50DEAL,264904.0,Sports Events,extra_high,1.0,Unknown,Outbound,Closed Won
no response,125,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no response,91,No Discount,324.0,Educational Seminars,low,90.0,financial control,Outbound,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,31.0,quality of delivery,Inbound,Checkbox
No Loss,-1,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no response,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,116.0,financial control,Inbound,Closed Won
no product fit,0,YEARLY60,120.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,-1,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
price,0,No Discount,360.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,31,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,30.0,operations,Outbound,Closed Won
No Loss,31,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
no response,31,No Discount,240.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
no response,0,No Discount,0.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
lost to competitor,4,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Outbound,Closed Lost
lost to competitor,0,No Discount,0.0,Sports Events,low,5.0,operations,Outbound,Closed Lost
No Loss,6,ECONOMY50GIFT,240.0,Sports Events,low,13.0,operations,Outbound,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,0,No Discount,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Lost
no response,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Checkbox
no response,0,No Discount,150.0,Educational Seminars,low,-1.0,Unknown,Unknown,Closed Lost
No Loss,-1,DISCOUNT50POWER,240.0,Corporate Events,low,33.0,operations,Inbound,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,26.0,operations,Inbound,Closed Won
No Loss,-1,SAVEMONTH50G,240.0,Sports Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
lost to competitor,-1,25GIFT,360.0,Educational Seminars,low,61.0,operations,Inbound,Closed Lost
no response,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,61.0,operations,Outbound,Closed Lost
No Loss,-1,MONTHSAVE25DEAL,360.0,Sports Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,31.0,operations,Inbound,Closed Won
lost to competitor,31,ECONOMY75DISCOUNT,150.0,Corporate Events,low,31.0,operations,Inbound,Closed Lost
No Loss,144,BIANNUAL20,960.0,Educational Seminars,mid,-1.0,financial control,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no product fit,1,NOCOSTREG,360.0,Corporate Events,low,3.0,financial control,Outbound,Closed Lost
No Loss,0,25GIFT,360.0,Sports Events,low,14.0,operations,Inbound,Closed Won
No Loss,7,2SEMESTERS20OFF,768.0,Corporate Events,mid,5.0,operations,Outbound,Closed Won
No Loss,92,SLASH10,32396.0,Sports Events,high,-1.0,operations,Unknown,Closed Won
not target,-1,No Discount,360.0,Corporate Events,low,243.0,operations,Inbound,Closed Lost
not target,-1,No Discount,360.0,Corporate Events,low,30.0,operations,Inbound,Closed Lost
no response,-1,SAVE25LESS,360.0,Corporate Events,low,61.0,operations,Inbound,Closed Lost
no response,0,No Discount,768.0,Corporate Events,mid,31.0,operations,Inbound,Closed Lost
No Loss,8,ANNUAL30BONUS,1344.0,Sports Events,mid,184.0,operations,Inbound,Closed Won
lost to competitor,-1,NOCOSTREG,360.0,Sports Events,low,254.0,operations,Inbound,Closed Lost
price,-1,No Discount,600.0,Corporate Events,mid,61.0,operations,Inbound,Closed Lost
lost to competitor,4,QUARTERLY75OFF,150.0,Corporate Events,low,6.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,9.0,operations,Inbound,Closed Won
lost to competitor,7,SLASH10,324.0,Educational Seminars,low,0.0,Unknown,Inbound,Closed Lost
No Loss,-1,MONTH75SPECIAL,150.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
no response,0,DISCOUNT25QUICK,360.0,Sports Events,low,9.0,operations,Inbound,Closed Lost
No Loss,0,CUTBACK75SPECIAL,18150.0,Sports Events,high,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,92.0,operations,Inbound,Closed Won
price,61,DISCOUNT25QUICK,360.0,Sports Events,low,31.0,financial control,Inbound,Closed Lost
No Loss,0,YEARLY60,960.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Sports Events,low,61.0,Unknown,Outbound,Demo 1
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
price,0,No Discount,960.0,Corporate Events,mid,31.0,quality of delivery,Inbound,Closed Lost
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,25GIFT,360.0,Sports Events,low,4.0,operations,Inbound,Closed Won
No Loss,1,YEARLY60,960.0,Educational Seminars,mid,4.0,Unknown,Outbound,Closed Won
price,1,No Discount,240.0,Educational Seminars,low,104.0,financial control,Outbound,Closed Lost
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,No Discount,600.0,Sports Events,mid,0.0,Unknown,Inbound,Closed Won
not target,12,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,1.0,operations,Outbound,Closed Won
lost to competitor,0,MONTH75SAVINGS,120.0,Educational Seminars,low,1.0,operations,Outbound,Closed Lost
no product fit,1,No Discount,600.0,Educational Seminars,mid,0.0,financial control,Outbound,Closed Lost
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,1.0,quality of delivery,Outbound,Closed Won
price,1,GRAND75SAVING,120.0,Corporate Events,low,8.0,operations,Inbound,Closed Lost
lost to competitor,1,No Discount,240.0,Educational Seminars,low,2.0,operations,Outbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,0.0,financial control,Outbound,Closed Won
lost to competitor,0,No Discount,200.0,Educational Seminars,low,61.0,operations,Inbound,Closed Lost
No Loss,1,2SEMESTERS20OFF,768.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
price,0,No Discount,120.0,Sports Events,low,-1.0,financial control,Unknown,Closed Lost
no budget,0,No Discount,240.0,Educational Seminars,low,2.0,operations,Inbound,Closed Lost
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,1.0,Unknown,Inbound,Closed Won
No Loss,-1,DISCOUNT50POWER,240.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
no response,-1,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,11.0,operations,Outbound,Closed Won
No Loss,0,ECONOMY50SPECIAL,300.0,Educational Seminars,low,0.0,Unknown,Inbound,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTH75SPECIAL,150.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,31.0,operations,Inbound,Closed Won
No Loss,-1,NOCOSTREG,0.0,Corporate Events,low,214.0,operations,Outbound,Closed Won
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,123.0,operations,Outbound,Closed Won
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
price,30,No Discount,120.0,Corporate Events,low,31.0,Unknown,Outbound,Closed Lost
No Loss,30,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,4,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
lost to competitor,0,No Discount,0.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,166,No Discount,750.0,Educational Seminars,mid,-1.0,operations,Unknown,Negotiation
No Loss,59,25GIFT,360.0,Educational Seminars,low,-1.0,financial control,Outbound,Closed Won
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,DISCOUNT25QUICK,360.0,Sports Events,low,-1.0,financial control,Inbound,Closed Won
price,181,DISCOUNT25QUICK,360.0,Educational Seminars,low,-1.0,operations,Outbound,Closed Lost
not target,-1,No Discount,1344.0,Educational Seminars,mid,61.0,operations,Inbound,Closed Lost
no response,-1,SAVE25LESS,360.0,Corporate Events,low,153.0,operations,Inbound,Closed Lost
lost to competitor,-1,No Discount,0.0,Educational Seminars,low,103.0,operations,Outbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,122.0,financial control,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,98.0,Unknown,Inbound,Closed Won
no product fit,-1,No Discount,360.0,Corporate Events,low,123.0,operations,Outbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,No Discount,360.0,Educational Seminars,low,4.0,Unknown,Inbound,Demo 2
not target,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,No Discount,360.0,Corporate Events,low,3.0,operations,Inbound,Demo 2
price,0,No Discount,200.0,Corporate Events,low,3.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
lost to competitor,0,No Discount,120.0,Educational Seminars,low,65.0,operations,Outbound,Closed Lost
